Salary,Designation,JobCity,Gender,10percentage,10board,12percentage,12board,CollegeTier,Degree,Specialization,collegeGPA,CollegeState,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience,12GradAge,GradAge,Period
700000,software engineer,Chennai,f,93.2,state board,85.66,state,2,B.Tech/B.E.,CS,80.0,Tamil Nadu,595,565,605,0.974396112538398,615,266,-1,420,-1,-1,280,0.51,-0.1232,0.5269,-1.7004,-0.6035,19,19,4
180000,.net developer,Nagpur,m,60.46,state board,55.5,state,2,B.Tech/B.E.,CS,59.07,Maharashtra,510,505,375,0.0800552813405495,395,-1,253,-1,-1,-1,-1,-0.7335,-1.6191,0.3174,0.3995,-0.6692,21,21,1
300000,android developer,Chandigarh,m,84.0,cbse,74.8,cbse,1,B.Tech/B.E.,CS,67.0,Punjab,625,560,620,0.911395278391328,615,-1,500,-1,-1,-1,-1,-1.7389,0.0459,-1.8344,-0.7415,-0.8608,22,22,9
225000,production engineer,Mumbai,m,71.07,state board,51.23,state,2,B.Tech/B.E.,EC,60.23,Karnataka,455,495,345,0.622642915849938,-1,-1,-1,-1,-1,-1,-1,0.5591,1.3779,0.4711,-0.6147,-0.2859,21,21,9
120000,client services associate,kolkata,f,67.4,icse,65.6,state,2,B.Tech/B.E.,EL,76.0,West Bengal,710,590,585,0.622642915849938,345,-1,-1,-1,-1,-1,-1,0.1282,1.2114,0.1637,-1.1218,0.4805,19,19,9
200000,software developer,Lucknow,m,85.83,rbse (state board),69.33,state,2,B.Tech/B.E.,EC,66.0,Uttar Pradesh,345,435,560,0.207392169717661,-1,260,-1,-1,-1,260,-1,0.4155,0.3789,0.7785,-0.1076,0.0973,24,24,9
435000,system engineer,Gurgaon,m,76.66,uttar pradesh,80.0,state,2,B.Tech/B.E.,CS,75.21,Uttarakhand,545,525,750,0.960903087163164,595,-1,-1,-1,-1,-1,-1,-0.5899,-0.1206,-1.3733,-0.6147,-1.244,20,20,10
450000,assistant manager,Navi Mumbai,m,83.33,ssc,85.6,state,2,B.Tech/B.E.,EC,73.59,Maharashtra,625,605,525,0.910770164246022,445,433,-1,-1,-1,-1,-1,-1.3447,-0.3183,-0.4891,0.64983,-0.4455,20,20,2
320000,software developer,Greater Noida,m,78.6,cbse,68.4,cbse,2,B.Tech/B.E.,CS,72.28,Uttar Pradesh,635,455,645,0.735795709224656,475,-1,-1,-1,-1,-1,-1,-0.4173,0.1498,1.1437,0.64983,0.0284,21,21,1
120000,java developer,-1,m,65.0,cbse,65.0,cbse,2,B.Tech/B.E.,CS,71.42,Uttar Pradesh,485,500,470,0.276047228046856,345,-1,-1,-1,-1,-1,-1,1.4208,0.5454,0.9322,1.6672,0.6721,22,22,1
550000,design engineer,Hyderabad,m,91.0,apsche,96.7,state,2,B.Tech/B.E.,EC,80.0,Andhra Pradesh,645,535,615,0.960603251997053,-1,466,-1,-1,-1,-1,-1,-0.7264,0.6178,-0.2714,-0.05527,0.3444,21,21,3
105000,editor,Chennai,f,78.0,cbse,80.0,state,2,B.Tech/B.E.,other,79.0,Tamil Nadu,640,510,310,0.622642915849938,465,-1,376,-1,-1,-1,-1,0.1282,1.3779,0.7785,-1.8824,-0.2859,23,23,9
400000,software engineer,Noida,m,67.0,cbse,68.2,cbse,2,MCA,CS,65.47,Uttarakhand,405,485,500,0.819416529835888,505,-1,-1,-1,-1,-1,-1,-1.4517,0.2124,0.1637,-0.8682,0.8637,20,20,9
120000,.net developer,-1,m,56.0,up,65.0,state,2,B.Tech/B.E.,EC,67.2,Uttar Pradesh,495,464,554,0.824666400671332,-1,400,-1,-1,-1,-1,-1,0.8192,-0.2012,-0.7068,0.1798,-0.6035,20,20,1
530000,senior software engineer,-1,m,88.83,board of  secondary education,97.2,state,2,B.Tech/B.E.,EC,75.0,Telangana,485,585,695,0.910770164246022,475,433,-1,-1,-1,-1,-1,-0.5719,0.7348,0.3817,0.1798,-0.4455,21,21,3
290000,asp.net developer,Bangalore,m,46.0,state board,56.0,state,2,MCA,CS,75.0,Karnataka,535,450,665,0.735795709224656,475,-1,-1,-1,-1,-1,-1,0.2718,-0.1206,-0.6048,-0.8682,-0.2859,15,15,10
240000,online marketing manager,Nagpur,m,79.0,cbse,71.0,cbse,2,B.Tech/B.E.,EC,62.0,Maharashtra,490,470,545,0.622642915849938,485,-1,-1,-1,-1,-1,-1,-0.7335,0.5454,1.0859,-1.5021,1.4386,22,22,2
650000,application developer,Bangalore,m,70.5,up board,82.8,state,2,B.Tech/B.E.,CS,67.52,Uttar Pradesh,555,645,620,0.987207085890868,645,-1,-1,-1,-1,-1,-1,-0.159,-0.1206,-0.1437,0.1459,-0.0943,20,20,2
170000,bss engineer,latur (Maharashtra ),m,54.4,cbse,59.0,cbse,2,B.Tech/B.E.,EC,56.0,Rajasthan,485,395,475,0.538386892985096,-1,333,-1,-1,-1,-1,-1,0.0464,0.6568,0.2366,-0.0552,0.5024,18,18,1
180000,rf engineer,Lucknow,m,72.0,state board,63.0,state,2,B.Tech/B.E.,EC,65.0,Uttar Pradesh,380,470,445,0.229481754911755,-1,266,-1,-1,-1,292,-1,-3.3188,-5.7816,-4.4472,-0.7415,-6.9925,22,22,1
250000,java software engineer,Bangalore,m,66.0,state board,62.0,state,2,MCA,CS,75.0,Madhya Pradesh,335,325,270,0.563267823666597,425,-1,-1,-1,-1,-1,-1,1.1336,1.3476,0.1357,0.2727,0.376,19,19,1
330000,senior systems engineer,Chennai,m,75.8,cbse,77.6,cbse,2,B.Tech/B.E.,CS,64.2,Tamil Nadu,500,525,380,0.744758354008939,345,-1,438,-1,-1,-1,-1,1.2772,-0.4536,-0.9122,-0.995,0.4805,21,21,1
615000,software engineer,Hyderabad,m,86.5,cbse,91.0,cbse,2,B.Tech/B.E.,CS,72.23,Telangana,595,635,595,0.998588238946788,725,-1,-1,-1,-1,-1,-1,-3.1994,-0.2793,-1.7954,0.4148,-1.2354,19,19,13
240000,software engineer,Bangalore,m,68.2,cbse,55.0,cbse,2,B.Tech/B.E.,CS,67.0,Orissa,570,425,470,0.356536487724475,525,-1,346,-1,-1,-1,-1,1.1336,0.5454,2.008,0.3995,0.0973,23,23,0
325000,assistant system engineer,Banglore,m,79.6,state board,93.9,state,2,B.Tech/B.E.,CS,73.2,Andhra Pradesh,380,525,720,0.356536487724475,575,-1,346,-1,-1,-1,-1,-1.1644,-0.9531,-1.8344,1.6672,-0.0943,23,23,9
95000,ios developer,-1,m,60.2,cbse,60.8,cbse,2,B.Tech/B.E.,CS,62.42,Uttar Pradesh,485,405,345,0.144789889482462,405,-1,284,-1,-1,-1,-1,1.1283,0.9688,0.9623,0.41483,0.0679,22,22,0
400000,software engineer,Noida,m,77.4,cbse,73.4,cbse,1,B.Tech/B.E.,CS,70.8,Delhi,465,445,425,0.793580614548506,495,-1,-1,-1,-1,-1,-1,-0.2628,-0.7473,-1.7954,-1.1128,0.8183,17,17,11
180000,software developer,Gurgaon ,m,67.5,board of high school and intermediate education uttarpradesh,63.6,state,2,B.Tech/B.E.,CS,61.65,Uttar Pradesh,545,425,605,0.450876584483451,395,-1,-1,-1,-1,-1,-1,-0.7264,-0.4353,-0.0537,-0.0552,0.1864,19,19,1
475000,software developer,Noida,m,81.0,icse,81.0,icse,2,B.Tech/B.E.,CS,67.3,Uttar Pradesh,730,655,545,0.843123726665742,515,-1,-1,-1,-1,-1,-1,-0.5332,0.3448,-0.4891,0.0917,-0.2875,19,19,1
350000,entry level management trainee,CHENNAI,f,93.0,state board,91.0,state,2,B.Tech/B.E.,CS,77.0,Tamil Nadu,580,485,390,0.842248322257836,475,-1,469,-1,-1,-1,-1,-0.4463,-0.2871,-0.7585,0.0192,0.8637,24,24,0
450000,trainee decision scientist,-1,m,93.2,cbse,91.4,cbse,1,B.Tech/B.E.,ME,84.0,Assam,570,580,800,0.725984147969479,-1,-1,-1,438,-1,-1,-1,0.7027,0.8784,0.7785,-0.1076,-0.0943,22,22,9
360000,dba,Chennai,m,89.9,state board,84.5,state,2,B.Tech/B.E.,EC,68.0,Karnataka,675,485,485,0.622642915849938,455,-1,-1,-1,-1,-1,-1,1.2772,0.8784,0.4711,-0.7415,0.4805,21,21,9
250000,qa analyst,Gurgaon,m,74.0,cbse,74.0,cbse,1,B.Tech/B.E.,CS,61.0,Haryana,605,455,685,0.450876584483451,395,-1,-1,-1,-1,-1,-1,0.3555,0.5008,0.3817,0.5323,0.3444,19,19,2
200000,r&d engineer,Chennai,m,93.8,state board,84.0,state,2,B.Tech/B.E.,EC,74.0,Tamil Nadu,560,570,605,0.881620069530177,465,420,-1,-1,-1,-1,-1,1.2772,0.5454,0.1637,-1.8824,-0.8608,22,22,1
400000,senior software developer,Mumbai,m,85.0,cbse,73.8,cbse,2,B.Tech/B.E.,EC,77.0,Punjab,505,485,615,0.824666400671332,405,400,-1,-1,-1,-1,-1,-0.5719,-1.0593,-0.1988,1.1199,1.1343,19,19,3
1100000,senior software engineer,Bangalore,m,83.8,cbse,63.4,cbse,2,B.Tech/B.E.,CS,61.2,Karnataka,665,615,515,0.916869961103619,555,-1,-1,-1,-1,-1,-1,-0.880999999999999,0.5008,-0.6343,-1.3478,-0.6035,19,19,12
350000,software developer,Noida,m,82.0,icse,76.6,cbse,2,B.Tech/B.E.,CS,71.3,Uttar Pradesh,485,500,635,0.864685413370085,525,-1,-1,-1,-1,-1,-1,0.2718,0.8229,-1.2196,-0.8682,-1.9234,22,22,9
275000,java software engineer,Bangalore,m,88.0,state board,92.3,state,2,B.Tech/B.E.,EC,90.0,Karnataka,455,485,500,0.493596387301038,435,324,-1,-1,-1,-1,-1,0.7027,-0.4536,-0.2974,-1.5021,-0.0943,22,22,9
415000,systems engineer,Bangalore,m,86.12,west bengal board of secondary education,77.0,state,2,B.Tech/B.E.,CS,77.6,West Bengal,465,485,475,0.901489571371033,545,-1,-1,-1,-1,-1,-1,-1.4992,-0.0842,-1.6865,1.23732999999999,-0.4455,20,20,10
200000,web application developer,Jaipur,m,64.0,state board,61.0,state,2,B.Tech/B.E.,EC,67.0,Rajasthan,380,450,445,0.538386892985096,355,333,346,-1,-1,-1,-1,0.4155,0.3789,0.7785,-1.5021,1.0554,21,21,1
350000,software developer,Gurgaon,m,85.76,state board,90.83,state,2,B.Tech/B.E.,EC,84.0,Karnataka,630,590,655,0.622642915849938,475,-1,-1,-1,-1,-1,-1,1.5644,0.0459,-0.4511,-1.3753,0.2889,22,22,1
95000,software developer,New Delhi,m,68.0,state board,65.6,state,2,B.Tech/B.E.,CS,63.33,Uttar Pradesh,420,530,380,0.622642915849938,485,-1,407,-1,-1,-1,-1,-0.0154,-0.7866,-1.0659,-1.6289,-1.0524,23,23,9
530000,hr manager,Faridabad,m,63.0,hbsc,55.0,state,2,MCA,CS,66.0,Haryana,355,295,465,0.622642915849938,-1,-1,-1,-1,-1,-1,-1,-0.3014,-0.4353,-0.7794,0.8848,-1.3934,17,17,13
325000,systems engineer,Jaipur,m,86.0,cbse,87.4,cbse,2,B.Tech/B.E.,EC,90.0,Orissa,630,565,655,0.997298967866528,595,548,-1,-1,-1,-1,-1,-1.4517,-0.1206,-1.527,1.2869,-1.0524,19,19,9
320000,.net developer,Bangalore,m,82.4,cbse,71.4,cbse,2,B.Tech/B.E.,CS,71.54,Haryana,455,485,560,0.744758354008939,465,-1,438,-1,-1,-1,-1,0.4155,-0.6201,0.3174,0.9066,-0.6692,22,22,1
75000,production engineer,-1,m,91.2,matriculation,89.0,state,2,B.Tech/B.E.,ME,79.8,Tamil Nadu,570,580,355,0.328746378624932,-1,-1,-1,346,-1,-1,-1,-0.159,0.8784,-1.6807,0.3995,-1.0524,23,23,1
500000,senior quality engineer,Noida,m,65.5,up,60.8,state,2,B.Tech/B.E.,CS,69.73,Uttar Pradesh,355,515,465,0.143256541032196,295,-1,-1,-1,-1,-1,-1,0.3555,0.8128,0.3817,0.1798,-0.4455,20,20,12
240000,research analyst,-1,m,63.0,cbse,74.0,cbse,2,B.Tech/B.E.,CS,57.0,Karnataka,545,500,455,0.600057182338341,435,-1,-1,-1,-1,-1,-1,-1.4517,-2.1186,-0.6048,0.9066,-1.6273,20,20,9
340000,operations assistant,Noida,m,72.15,pseb,67.1,state,2,B.Tech/B.E.,EC,70.8,Punjab,535,495,645,0.694479327708463,415,366,-1,-1,-1,-1,-1,-1.8083,-1.0593,-0.344,-0.0552,-0.2875,20,20,3
240000,portfolio analyst,Chennai,m,80.4,cbse,80.6,state,2,B.Tech/B.E.,EC,65.12,Tamil Nadu,545,450,525,0.622642915849938,275,-1,346,-1,-1,-1,-1,-0.3027,0.2124,-2.2954,-0.995,-0.8608,22,22,1
275000,graduate engineer trainee,Noida,f,81.0,cbse,76.0,cbse,2,B.Tech/B.E.,CS,77.34,Uttar Pradesh,440,535,485,0.282788144938598,-1,-1,-1,-1,-1,-1,-1,-0.3027,-0.1206,0.1637,0.1459,0.2889,21,21,10
450000,programmer,New Delhi,m,60.0,cbse,70.0,cbse,2,B.Tech/B.E.,CS,58.2,Uttar Pradesh,415,395,415,0.0745462652358558,255,366,-1,-1,-1,-1,-1,-1.9629,-0.5913,-0.4891,1.3549,0.0284,18,18,3
495000,automation engineer,-1,m,85.5,cbse,92.5,cbse,2,B.Tech/B.E.,CS,68.17,Telangana,675,670,680,0.99405087195167,675,-1,-1,-1,-1,-1,-1,0.9737,0.8518,-0.7068,-0.9953,-0.6035,21,21,10
180000,testing engineer,pune,m,84.4,state board,88.0,state,2,M.Tech./M.E.,EC,81.5,Madhya Pradesh,430,555,535,0.943272157866555,345,452,-1,-1,-1,-1,-1,-0.0154,0.3789,-0.6048,-1.1218,0.8637,21,21,9
225000,software engineer,Bangalore ,m,73.0,cbse,57.8,cbse,2,B.Tech/B.E.,CS,58.0,Karnataka,375,435,495,0.276047228046856,345,-1,-1,-1,-1,-1,-1,-0.2628,0.0328,-0.2714,0.2973,-1.0774,21,21,10
205000,programmer,NEW DELHI,m,80.0,cbse,55.0,cbse,2,B.Tech/B.E.,CS,63.0,Haryana,640,470,390,0.622642915849938,445,-1,407,-1,-1,-1,-1,-1.1644,0.7119,1.3933,-1.6289,1.4386,21,21,8
510000,senior software developer,Pune,m,77.0,upboard,82.2,state,2,B.Tech/B.E.,CS,73.4,Uttar Pradesh,524,435,684,0.942116551485008,575,-1,-1,-1,-1,-1,-1,-2.4266,0.0328,-1.0697,-0.8778,0.1864,19,19,5
300000,linux systems administrator,hyderabad,m,74.0,cbse,88.0,state,2,B.Tech/B.E.,CS,75.0,Telangana,555,555,515,0.819416529835888,505,-1,-1,-1,-1,-1,-1,0.6646,1.9048,0.9623,-0.8778,0.1864,21,21,11
700000,software engineer,Hyderabad,m,81.5,icse,83.16,icse,1,B.Tech/B.E.,EL,71.44,Uttarakhand,605,585,580,0.661834475840071,-1,-1,-1,-1,446,-1,-1,-1.5953,-0.1206,-0.2974,-0.995,-0.8608,21,21,9
300000,product design engineer,-1,m,78.0,kea,69.0,state,2,B.Tech/B.E.,EC,75.0,Karnataka,355,485,425,0.0587928000083534,325,200,-1,-1,-1,-1,-1,-0.2628,-0.5913,-0.1988,1.2374,-0.168999999999999,20,20,3
145000,quality analyst,Noida,m,64.0,state board,60.01,state,2,B.Tech/B.E.,EC,60.0,Uttar Pradesh,500,425,250,0.0531603052826837,-1,196,-1,-1,420,-1,-1,1.5644,0.8784,1.7007,-0.4879,1.247,20,20,9
365000,system engineer,Chennai,m,86.16,state board,89.0,state,2,B.Tech/B.E.,CS,77.0,Tamil Nadu,605,425,355,0.670743151433127,455,-1,-1,-1,-1,-1,-1,1.1336,0.3789,-0.1437,-1.1218,1.247,22,22,9
400000,systems engineer,Hyderabad,m,74.5,ssc,79.7,state,2,B.Tech/B.E.,EC,70.0,Telangana,415,495,515,0.538386892985096,455,333,-1,-1,-1,-1,-1,-0.5719,-0.2012,-0.2714,1.1199,-0.1295,20,20,10
95000,software engineer,Gurgaon,m,65.17,state board,66.2,state,2,B.Tech/B.E.,CS,74.78,Uttar Pradesh,510,595,605,0.911395278391328,545,-1,500,-1,-1,-1,-1,-0.4463,-0.2871,0.4711,-1.6289,0.0973,20,20,1
325000,java software engineer,-1,m,71.85,icse,70.6,cbse,2,B.Tech/B.E.,CS,79.05,Punjab,675,570,605,0.960903087163164,595,-1,-1,-1,-1,-1,-1,0.4155,-0.1206,0.1637,-0.3612,0.2889,21,21,2
405000,database developer,-1,m,84.0,cbse,77.0,cbse,2,B.Tech/B.E.,CS,73.08,Punjab,605,425,320,0.450876584483451,395,-1,-1,-1,-1,-1,-1,-1.1644,-1.1196,-0.1437,0.5262,-1.6273,22,22,0
400000,software developer,Noida,m,65.4,cbse,60.4,cbse,2,MCA,CS,78.0,Uttarakhand,685,570,705,0.960903087163164,595,-1,-1,-1,-1,-1,-1,0.2718,0.0459,0.7785,-0.6147,-1.8189,19,19,9
100000,project coordinator,Chennai,m,86.0,state board,77.0,state,2,B.Tech/B.E.,EC,80.0,Tamil Nadu,310,475,355,0.444617716881577,315,-1,-1,-1,393,-1,-1,0.7027,0.2124,-0.2974,0.0192,1.0554,21,21,1
395000,senior software engineer,-1,m,49.9,up board,56.1,state,2,B.Tech/B.E.,CS,66.26,Uttar Pradesh,495,475,595,0.670743151433127,455,-1,-1,-1,-1,-1,-1,0.8192,1.1248,0.672,0.0623,1.1343,15,15,12
325000,system engineer,Pune,m,83.75,state board,74.8,state,2,B.Tech/B.E.,EC,75.9,West Bengal,660,630,680,0.77657832422745,-1,-1,-1,-1,-1,393,-1,-0.8772,-0.2871,-2.1418,0.2727,-0.6692,21,21,9
390000,software engineer,Pune,m,76.16,cbse,66.5,cbse,2,B.Tech/B.E.,CS,67.01,Karnataka,405,705,495,0.670743151433127,455,-1,-1,-1,-1,-1,-1,0.3555,0.0328,-0.0537,-0.29027,-0.6035,19,19,11
325000,software engineer,Bangalore ,m,91.68,state board,84.0,state,2,B.Tech/B.E.,CS,72.26,Karnataka,560,570,570,0.744758354008939,715,-1,438,-1,-1,-1,-1,0.8463,0.8784,1.7007,-2.0092,1.247,22,22,9
195000,electrical engineer,Kolkata,m,71.73,maharashtra state board,68.17,state,2,B.Tech/B.E.,EL,67.89,Maharashtra,375,395,405,0.376059586651545,-1,300,-1,-1,-1,-1,-1,0.51,1.2808,0.672,0.8848,0.3444,19,19,1
420000,software engineer,Hyderabad,m,75.83,ssc,92.3,state,2,B.Tech/B.E.,CS,69.12,Andhra Pradesh,395,345,505,0.563267823666597,425,-1,-1,-1,-1,-1,-1,-0.1082,0.8128,0.5269,-0.5253,-0.9194,19,19,3
95000,software engineer,-1,f,71.0,wbbse,68.0,state,2,B.Tech/B.E.,CS,81.4,West Bengal,345,570,220,0.843123726665742,515,-1,-1,-1,-1,-1,-1,0.2718,0.3789,0.6248,-1.3753,-0.6692,21,21,1
415000,etl developer,-1,f,78.0,matriculation,81.0,state,2,B.Tech/B.E.,CS,82.0,Tamil Nadu,465,585,565,0.635978756456794,445,-1,-1,-1,-1,-1,-1,0.2009,0.0328,0.5269,-1.2303,0.6603,19,19,3
295000,software engineer,Hyderabad,m,72.3,ssc,82.6,state,2,B.Tech/B.E.,CS,60.45,Andhra Pradesh,435,445,544,0.308400582860308,355,-1,-1,-1,-1,-1,-1,0.2009,-0.3183,0.0552,-0.407769999999999,0.1864,20,20,10
450000,business analyst,Bangalore,m,92.2,cbse,88.6,cbse,2,B.Tech/B.E.,EC,74.2,Jharkhand,580,655,705,0.557389505646088,415,-1,-1,-1,420,-1,-1,0.5591,0.0459,0.3174,-0.8682,-0.0943,22,22,9
655000,technical consultant,Mumbai,m,84.0,maharashtra board,82.53,state,2,B.Tech/B.E.,CS,66.0,Maharashtra,565,435,555,0.819416529835888,505,-1,-1,-1,-1,-1,-1,1.2828,0.8518,-0.1626,-0.05527,0.5024,20,20,11
180000,software engineer,Bhubaneshwar,f,79.33,board of secondary education,50.0,state,2,MCA,CS,89.0,Orissa,495,525,295,0.864685413370085,525,-1,-1,-1,-1,-1,-1,0.9737,1.5538,0.163999999999999,-0.7603,0.6603,18,18,3
240000,field service engineer,New Delhi,m,66.7,state board,54.2,state,2,B.Tech/B.E.,EC,66.93,Uttar Pradesh,430,470,500,0.299597296248525,-1,260,-1,-1,-1,-1,-1,0.2718,0.3789,0.4711,-0.2344,0.4805,22,22,9
530000,quality associate,Bangalore,m,88.64,karnataka board,65.16,state,2,B.Tech/B.E.,CS,74.81,Karnataka,435,485,465,0.864685413370085,525,-1,-1,-1,-1,-1,-1,1.2266,-0.4778,-0.344,-0.1727,-1.8386,18,18,12
200000,assistant professor,Kanpur,f,85.0,state board,70.0,state,2,B.Tech/B.E.,CS,79.0,Uttar Pradesh,475,435,485,0.864685413370085,525,-1,-1,-1,-1,-1,-1,1.2772,1.0449,1.0859,0.7798,0.2889,21,21,9
180000,software engineer,New Delhi,m,62.0,up,71.0,state,2,B.Tech/B.E.,CS,67.0,Uttar Pradesh,425,385,435,0.819416529835888,505,-1,-1,-1,-1,-1,-1,1.7465,1.5928,0.8171,-0.4078,0.6603,21,21,1
350000,product engineer,Noida,f,68.0,cbse,83.0,cbse,2,B.Tech/B.E.,EC,68.6,Uttar Pradesh,425,334,365,0.0587928000083534,-1,200,-1,-1,-1,-1,-1,-0.7651,-1.6833,0.0914,0.35603,-0.9194,21,21,10
95000,java developer,Raipur,m,74.0,state board,81.0,state,2,B.Tech/B.E.,CS,71.64,Chhattisgarh,360,460,270,0.978799292641428,415,-1,561,-1,-1,-1,-1,1.1336,0.5454,2.008,-1.2486,-0.0943,20,20,1
215000,sales coordinator,kanpur,m,69.6,cbse,76.8,cbse,2,B.Tech/B.E.,EC,66.02,Uttar Pradesh,440,585,665,0.124502074009537,-1,233,-1,-1,-1,393,-1,0.7027,0.0459,-1.6807,-0.6147,-0.8608,21,21,10
400000,system engineer,Gurgaon,f,75.6,cbse,69.5,cbse,2,B.Tech/B.E.,EC,75.0,West Bengal,385,515,445,0.376059586651545,415,300,-1,-1,-1,-1,-1,0.6646,-0.1232,-1.5051,0.1798,-0.4455,19,19,11
320000,financial analyst,Gurgaon,m,80.0,cbse,60.0,cbse,2,B.Tech/B.E.,EC,72.0,Uttar Pradesh,605,505,355,0.783303536670298,-1,388,-1,-1,-1,-1,-1,-0.159,1.0449,1.0859,1.2869,0.0973,22,22,0
470000,system engineer,Noida,m,85.0,icse,84.0,icse,2,B.Tech/B.E.,CS,61.0,Uttar Pradesh,585,405,505,0.635978756456794,445,-1,-1,-1,-1,-1,-1,1.1283,0.8128,0.2366,0.8848,0.5024,20,20,11
350000,system engineer,Pune,m,71.2,cbse,63.4,cbse,1,B.Tech/B.E.,CS,70.83,Delhi,520,425,485,0.563267823666597,425,-1,-1,-1,-1,-1,-1,-0.8772,0.0459,0.6248,1.794,-0.2859,19,19,9
500000,software engineer,Gurgaon,m,88.6,cbse,86.8,cbse,1,B.Tech/B.E.,CS,76.3,Haryana,710,570,635,0.979521744319216,625,-1,-1,-1,-1,-1,-1,0.5591,0.2124,-0.6048,-0.8682,0.0973,20,20,2
240000,software developer,Lucknow,m,77.0,cbse,82.0,cbse,2,MCA,CS,83.0,Uttar Pradesh,465,420,535,0.622642915849938,-1,-1,-1,-1,-1,-1,-1,-1.7389,-0.4536,-1.6807,-1.1218,-1.6273,20,20,2
300000,software developer,Bangalore,m,68.6,bseb,69.4,state,2,B.Tech/B.E.,EC,78.0,West Bengal,430,495,575,0.0587928000083534,495,200,-1,-1,-1,-1,-1,-1.0208,-0.7866,-2.2954,-0.3612,0.6721,22,22,9
300000,software engineer,Bangalore,f,90.33,board of secondary education - andhra pradesh,88.6,state,2,B.Tech/B.E.,CS,69.55,Andhra Pradesh,725,505,415,0.704090412131314,465,-1,-1,-1,-1,-1,-1,0.51,1.4368,-0.0537,-1.34787,0.8973,21,21,10
150000,web developer,Mumbai,f,80.8,state board,60.5,state,2,B.Tech/B.E.,CS,67.04,Karnataka,560,555,500,0.842248322257836,515,-1,469,-1,-1,-1,-1,1.1336,1.5444,1.3933,-2.3895,-0.2859,21,21,1
180000,associate engineer,pune,f,70.0,state board,62.0,state,2,B.Tech/B.E.,CS,64.9,Rajasthan,345,425,280,0.356536487724475,345,-1,346,-1,-1,-1,-1,-0.3027,-0.7866,-0.1437,-0.8682,-0.2859,22,22,9
190000,qa analyst,Hyderabad,f,86.5,state board,93.5,state,2,B.Tech/B.E.,EC,77.8,Andhra Pradesh,525,495,475,0.684565067658204,-1,-1,223,-1,452,-1,-1,1.7081,0.8784,0.01,-1.3753,0.0973,21,21,0
325000,senior engineer,Mysore,m,86.6,cbse,89.0,cbse,2,B.Tech/B.E.,ME,75.3,Uttarakhand,580,450,595,0.725984147969479,-1,-1,-1,438,-1,-1,-1,-0.7335,0.5454,1.3933,0.5262,1.0554,22,22,0
325000,system engineer,Pune,m,86.14,state board,76.0,state,2,B.Tech/B.E.,EC,62.9,Maharashtra,755,610,650,0.783303536670298,-1,388,-1,-1,-1,-1,-1,-1.7389,0.0459,-0.7585,1.5404,0.4805,23,23,9
180000,associate software engineer,-1,m,84.0,state board,84.0,state,2,B.Tech/B.E.,CS,66.0,Tamil Nadu,475,375,390,0.486747008438193,385,-1,376,-1,-1,-1,-1,1.2772,1.7109,1.7007,-2.136,0.4805,22,22,1
280000,junior software engineer,Nagpur,f,90.8,cbse,82.6,cbse,2,B.Tech/B.E.,CS,64.66,Maharashtra,485,535,590,0.911395278391328,535,-1,500,-1,-1,-1,-1,0.99,1.2114,1.2396,-2.643,1.6302,21,21,2
400000,programmer analyst,Bhubaneswar,f,84.4,cbse,79.4,cbse,2,B.Tech/B.E.,EC,80.0,Orissa,520,555,560,0.376059586651545,-1,300,-1,-1,-1,340,-1,1.4208,0.3789,1.0859,-0.6147,0.8637,21,21,2
300000,software engineer,Navi Mumbai,m,87.2,state board,87.14,state,2,B.Tech/B.E.,CS,77.0,West Bengal,605,590,535,0.356536487724475,465,-1,346,-1,-1,-1,-1,-0.3027,-0.4536,-2.6028,0.7798,0.2889,20,20,1
120000,java software engineer,bangalore ,m,77.8,icse,60.6,cbse,2,B.Tech/B.E.,CS,62.9,Karnataka,640,650,500,0.864685413370085,525,-1,-1,-1,-1,-1,-1,0.5591,1.3779,0.01,-1.2486,-0.4776,19,19,0
300000,software test engineer,Pune,f,66.2,cbse,65.4,cbse,2,B.Tech/B.E.,CS,74.68,Madhya Pradesh,555,554,565,0.488347976782714,405,-1,-1,-1,-1,-1,-1,0.8463,-0.2871,0.7785,1.4136,0.6721,21,21,9
405000,systems engineer,Gurgaon,f,88.75,icse,88.75,icse,2,B.Tech/B.E.,CS,80.95,Uttar Pradesh,575,495,565,0.930370607202691,565,-1,-1,-1,-1,-1,-1,-1.0355,0.1888,-0.0537,0.4148,0.6603,18,18,3
150000,quality analyst,CHENNAI,f,93.0,state board,89.0,state,2,B.Tech/B.E.,CS,83.0,Tamil Nadu,345,495,325,0.622642915849938,445,-1,407,-1,-1,-1,-1,-0.7335,0.0459,-0.1437,1.0333,-0.8608,23,23,9
240000,software developer,Noida,m,55.33,state board,60.6,state,2,MCA,CS,77.78,Uttar Pradesh,650,545,380,0.744758354008939,435,-1,438,-1,-1,-1,-1,0.7027,1.3779,-1.527,-1.5021,0.4805,22,22,1
205000,network engineer,New Delhi,m,60.0,up board,63.0,state,2,B.Tech/B.E.,EC,54.0,Uttar Pradesh,425,205,325,0.00815477523532182,-1,133,-1,-1,-1,-1,-1,-0.5719,-1.2543,0.163999999999999,1.11982999999999,-1.3934,21,21,8
